Time,Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W,Velocity_X,Velocity_Y,Velocity_Z,Angular_Velocity_X,Angular_Velocity_Y,Angular_Velocity_Z
9.428,-0.0004037940980016437,-0.0023785606693091875,0.010121027052941309,-9.942169691677438e-05,0.0010336507832937564,0.31986896838764683,0.9474612207072156,0.0004338042185782926,-0.017859904418962014,0.36676458762979586,0.005686613731086254,0.007018903736025095,-0.0032371093984693297
9.525,-0.00036070676464203065,-0.0035187169159521673,-0.09649323634769205,-0.0002878343277309653,0.0013777189107445332,0.3771358276533612,0.9261568908895603,0.0016456160191784795,-0.021051744329913375,0.29364676133656464,0.00804165005683899,0.00942580308765173,0.006987777538597583
9.626,0.00047179061477378855,-0.006268301190961051,-0.2662354885694804,-0.0002946858837392396,0.002099381914745016,0.46750289667035827,0.8839889973074497,0.013438627231516568,-0.024068446159470708,0.26012564154057105,0.00436089001595974,-0.0027420215774327517,-6.903299072291668e-05
9.725,0.0029412996171077886,-0.009363887308958969,-0.567147032855368,-0.00048093748616909497,0.0022962575702753026,0.52972115411388,0.84816861223731,0.026741250436666007,-0.02730598733381469,0.14404179161608024,-0.008478532545268536,-0.0032530664466321477,-0.007946372032165527
9.827,0.00636772515327841,-0.012043490199666817,-0.7987657890569224,-0.0005473985071544789,0.002622014859043289,0.5666835585227099,0.8239311681766819,0.03949791529134805,-0.02355152312406532,0.03920502758695671,0.0036176801659166813,0.01254286803305149,0.005242228042334316
9.926,0.010615206438721601,-0.01428705745842027,-0.9890053750573725,-0.0003317427182581937,0.003218842227411837,0.5946393674335175,0.8039860394930685,0.04895461920104851,-0.022510512301910226,0.01430515566202499,0.0052562290802598,0.004543665796518326,-0.00021169660612940845
10.025,0.014928767975468061,-0.01608839875574434,-1.1627484204930236,-0.0003831190625784679,0.00359786275638544,0.6148445359377673,0.7886400352701107,0.05926765423698604,-0.02165151933456656,-0.020116883087802274,0.004854995757341385,0.0055519817396998405,-0.002847523661330343
10.125,0.0230144074864978,-0.018257652967969003,-1.4911444722056446,-0.0006733329133752064,0.0038644847675265567,0.6382622649795763,0.7698089980530305,0.07475339427081447,-0.015795171295632186,-0.05905900713063664,-0.0041399793699383736,0.0030083707533776756,-0.004077385179698467
10.228,0.02936471947164562,-0.019310096494065444,-1.6516727190553844,-0.0008429164595940711,0.004055442464464514,0.6503064187553412,0.7596607167702318,0.08411154680367805,-0.011560902554910041,-0.029002781228006938,0.00010901526547968388,0.0028140395879745488,0.00335777155123651
10.325,0.04066422427181737,-0.020239087765759688,-1.9712468974825634,-0.00067412660127414,0.004394310360592518,0.6619644632468416,0.7495220376934231,0.10033518236304097,-0.005167050488250283,-0.14480472407233014,0.007300203666090965,0.0012245704419910906,-0.0022163265384733677
