timestamp,elapsed_time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z,raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z
8.977000,8.977000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025719,-0.011407,11.671659,0.005755,0.016667,-0.000364
9.010000,9.010000,-0.000027,-0.000022,0.000843,-0.001646,-0.001362,0.051110,0.999271,-0.000017,0.000252,0.038164,-0.000793,0.028984,4.374381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049871,-0.041265,11.355435,-0.000420,0.015329,0.002367
9.017000,9.017000,-0.000040,-0.000033,0.001239,-0.001932,-0.001672,0.061952,0.997234,-0.000031,0.000305,0.074330,-0.000961,0.035132,8.525449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049871,-0.041265,11.355435,-0.000420,0.015329,0.002367
9.038000,9.038000,-0.000080,-0.000082,0.002849,-0.001934,-0.003002,0.091334,0.994096,0.000007,0.000423,0.108506,0.006050,0.048086,12.458444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016352,-0.062813,11.205796,0.005832,0.010766,-0.005948
9.058000,9.058000,-0.000127,-0.000158,0.004938,-0.002790,-0.004551,0.117642,0.990031,0.000084,0.000563,0.140849,0.018565,0.062467,16.193991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.067828,-0.065207,11.122000,0.010925,0.012549,-0.004002
9.078000,9.078000,-0.000187,-0.000272,0.007524,-0.003148,-0.006906,0.140956,0.985197,0.000082,0.000763,0.171422,0.024189,0.084497,19.741072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.062012,-0.104547,10.972346,0.004910,0.019224,-0.001452
9.098000,9.098000,-0.000239,-0.000422,0.009432,-0.002045,-0.008092,0.162689,0.979713,0.000118,0.000908,0.200404,0.034129,0.099236,23.121208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015800,-0.069831,10.893337,0.008667,0.012864,0.004072
9.119000,9.119000,-0.000280,-0.000604,0.011543,-0.001925,-0.009210,0.185459,0.973730,0.000103,0.001079,0.227702,0.039615,0.117700,26.323729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.034478,-0.044692,10.890943,0.004561,0.015345,-0.000774
9.137000,9.137000,-0.000305,-0.000779,0.011706,-0.000777,-0.010238,0.203032,0.967328,0.000053,0.001171,0.253527,0.039862,0.128259,29.372667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009679,-0.072044,10.783032,0.000224,0.010244,0.007182
9.160000,9.160000,-0.000312,-0.001035,0.012614,0.000167,-0.012025,0.222625,0.960700,0.000015,0.001310,0.277586,0.043328,0.143768,32.232409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026234,-0.080424,10.658534,0.002626,0.011770,0.001699
9.179000,9.179000,-0.000297,-0.001256,-0.023197,0.001405,-0.011242,0.198501,0.953848,-0.000006,0.001480,0.300287,0.050245,0.162040,34.949794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050380,0.008162,10.652547,0.006339,0.016788,0.005419
9.200000,9.200000,-0.000253,-0.001482,-0.058437,0.002805,-0.010294,0.176666,0.946848,-0.000033,0.001668,0.321676,0.057892,0.182233,37.528831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050380,0.008162,10.652547,0.006339,0.016788,0.005419
9.218000,9.218000,-0.000196,-0.001684,-0.093566,0.003548,-0.012112,0.189671,0.939785,-0.000058,0.001766,0.341762,0.062856,0.192437,39.968674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.062258,-0.094618,10.529108,0.004823,0.009891,-0.003011
9.241000,9.241000,-0.000084,-0.001970,-0.159837,0.006133,-0.012735,0.134478,0.932614,-0.000111,0.001904,0.360870,0.066921,0.208061,42.307415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033511,-0.081450,10.486012,0.003089,0.011854,-0.001287
9.257000,9.257000,0.000029,-0.002176,-0.212477,0.007989,-0.013073,0.145343,0.925444,-0.000161,0.001999,0.378878,0.069748,0.218930,44.528686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033511,-0.081450,10.486012,0.003089,0.011854,-0.001287
9.278000,9.278000,0.000206,-0.002470,-0.248652,0.008932,-0.014952,0.159505,0.918298,-0.000172,0.002073,0.395884,0.075897,0.225949,46.642446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.070812,-0.082504,10.480942,0.005101,0.005837,0.002510
9.301000,9.301000,0.000435,-0.002825,-0.273528,0.010901,-0.015893,0.174267,0.911258,-0.000159,0.002253,0.411830,0.089680,0.242807,48.639977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012154,-0.076518,10.448621,0.010477,0.012787,-0.004372
9.317000,9.317000,0.000616,-0.003086,-0.291627,0.011811,-0.016757,0.183083,0.904422,-0.000171,0.002360,0.426633,0.097671,0.252943,50.508545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046870,-0.062153,10.357640,0.008732,0.011051,-0.003598
9.339000,9.339000,0.000904,-0.003450,-0.369920,0.014316,-0.016340,0.112009,0.897722,-0.000240,0.002536,0.440556,0.103362,0.272983,52.279139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041485,-0.058207,10.323957,0.004535,0.015890,-0.004501
9.357000,9.357000,0.001181,-0.003745,-0.426162,0.016464,-0.016457,0.121142,0.891136,-0.000206,0.002693,0.453729,0.118968,0.285743,53.966822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018740,-0.079755,10.314381,0.015124,0.012375,0.001688
9.381000,9.381000,0.001590,-0.004135,-0.464839,0.017666,-0.016012,0.136226,0.884749,-0.000356,0.002850,0.466059,0.116112,0.308000,55.558181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007596,-0.007929,10.435287,-0.002100,0.016195,0.004456
9.397000,9.397000,0.001872,-0.004393,-0.538237,0.017595,-0.016250,0.067552,0.878546,-0.000382,0.002981,0.477649,0.124697,0.321047,57.064504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.069845,0.016013,10.241359,0.009354,0.014236,0.001792
9.421000,9.421000,0.002334,-0.004793,-0.589946,0.020894,-0.017028,0.079321,0.872531,-0.000294,0.003210,0.488548,0.150289,0.337405,58.491135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010147,-0.110587,10.297381,0.018614,0.011894,-0.000583
9.437000,9.437000,0.002687,-0.005069,-0.626445,0.023193,-0.017489,0.087165,0.866695,-0.000251,0.003363,0.498826,0.167350,0.348310,59.845639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010147,-0.110587,10.297381,0.018614,0.011894,-0.000583
9.457000,9.457000,0.003191,-0.005425,-0.638452,0.027175,-0.018145,0.097204,0.860854,-0.000261,0.003546,0.508839,0.181044,0.364987,61.174089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009006,-0.158472,10.309352,0.011962,0.014547,-0.001946
9.477000,9.477000,0.003757,-0.005779,-0.646721,0.029431,-0.017248,0.106672,0.855185,-0.000292,0.003701,0.518310,0.191236,0.379987,62.439074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028160,-0.044747,10.280622,0.008881,0.013097,0.001986
9.498000,9.498000,0.004407,-0.006141,-0.652303,0.032535,-0.017218,0.115557,0.849739,-0.000319,0.003778,0.527190,0.197158,0.387224,63.632823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001824,-0.096222,10.230344,0.004955,0.005998,-0.004925
9.518000,9.518000,0.005096,-0.006479,-0.752555,0.036315,-0.016582,0.022945,0.844621,-0.000298,0.003795,0.535352,0.203975,0.385534,64.736740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042757,-0.119764,10.310252,0.005949,-0.001475,-0.000070
9.537000,9.537000,0.005819,-0.006790,-0.824065,0.039834,-0.016180,-0.041749,0.839697,-0.000351,0.003861,0.543042,0.206474,0.393310,65.783194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029588,-0.122158,10.192939,0.002310,0.007135,-0.002099
9.559000,9.559000,0.006722,-0.007151,-0.875046,0.042201,-0.016625,-0.032150,0.834959,-0.000373,0.003994,0.550297,0.216213,0.405690,66.776172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.044632,-0.069486,10.243216,0.007740,0.009814,-0.001997
9.577000,9.577000,0.007501,-0.007446,-0.915251,0.044350,-0.016117,-0.023506,0.830395,-0.000433,0.004068,0.557160,0.218531,0.414708,67.720684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000207,-0.059752,10.287421,0.002254,0.008741,-0.000850
9.597000,9.597000,0.008412,-0.007762,-0.943313,0.046821,-0.015549,-0.014884,0.825228,-0.000473,0.004143,0.564784,0.223471,0.422422,68.776110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000990,-0.064540,10.238340,0.004303,0.006736,0.001015
9.619000,9.619000,0.009469,-0.008098,-0.962849,0.049262,-0.014994,-0.006004,0.820301,-0.000565,0.004076,0.571918,0.214013,0.420131,69.769603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011613,-0.054497,10.210744,-0.007446,-0.001847,-0.007788
9.644000,9.644000,0.010739,-0.008455,-1.005423,0.052367,-0.013528,0.004110,0.815529,-0.000664,0.004087,0.578702,0.208973,0.426007,70.720052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023103,-0.058089,10.211942,-0.003503,0.004094,-0.002123
